address_id,street_number,street_name,zip,city_state_id
55686,1185,Cedar Lane (S),43085,18752
55687,9104,Cedar Lane (S),89030,16984
55688,7024,Washington Avenue (S),70501,9387
55689,4944,Park Road (S),80124,3025
55690,2864,Sunset Boulevard (S),01840,9793
55691,784,Riverside Drive (S),22401,25487
55692,8703,Riverside Drive (S),89030,16984
55693,6623,Highland Avenue (S),01840,9793
55694,4543,Meadow Lane (S),23661,25531
55695,2463,Hillcrest Road (S),80120,3021
55696,383,Lincoln Street (S),43081,19528
55697,8302,Lincoln Street (S),72201,1061
55698,6222,Willow Avenue (S),43081,19528
55699,4142,Cherry Lane (S),01833,9738
55700,2062,Forest Drive (S),70501,9387
55701,9981,Forest Drive (S),22401,25487
55702,7901,Adams Street (S),70501,9387
55703,5821,Valley Road (S),75057,24272
55704,3741,Spring Street (S),89002,16958
55705,1661,Magnolia Avenue (S),75057,24272
55706,9580,Magnolia Avenue (S),43068,19322
55707,7500,Maple Avenue (S),72201,1061
55708,5420,Oak Street (S),33928,3623
55709,3340,Lakeview Drive (S),43068,19322
55710,1260,Pine Street (S),89002,16958
55711,9179,Pine Street (S),01824,9669
55712,7099,Cedar Lane (S),43068,19322
55713,5019,Washington Avenue (S),75057,24272
55714,2939,Park Road (S),01824,9669
55715,859,Sunset Boulevard (S),72201,1061
55716,8778,Sunset Boulevard (S),70433,9243
55717,6698,Riverside Drive (S),01821,9638
55718,4618,Highland Avenue (S),43065,19303
55719,2538,Meadow Lane (S),80120,3021
55720,458,Hillcrest Road (S),89002,16958
55721,8377,Hillcrest Road (S),92551,2284
55722,6297,Lincoln Street (S),43062,19263
55723,4217,Willow Avenue (S),22301,25230
55724,2137,Cherry Lane (S),01821,9638
55725,57,Forest Drive (S),89002,16958
55726,7976,Forest Drive (S),33901,3640
55727,5896,Adams Street (S),22301,25230
55728,3816,Valley Road (S),33901,3640
55729,1736,Spring Street (S),01810,9609
55730,9655,Spring Street (S),01810,9609
55731,7575,Magnolia Avenue (S),80110,2916
55732,5495,Maple Avenue (S),70360,9358
55733,3415,Oak Street (S),89002,16958
55734,1335,Lakeview Drive (S),01810,9609
55735,9254,Lakeview Drive (S),70360,9358
55736,7174,Pine Street (S),33901,3640
55737,5094,Cedar Lane (S),70360,9358
55738,3014,Washington Avenue (S),80110,2916
55739,934,Park Road (S),89049,17007
55740,8853,Park Road (S),89049,17007
55741,6773,Sunset Boulevard (S),01810,9609
55742,4693,Riverside Drive (S),23601,25700
55743,2613,Highland Avenue (S),70301,9567
55744,533,Meadow Lane (S),43040,19085
55745,8452,Meadow Lane (S),70301,9567
55746,6372,Hillcrest Road (S),43026,18938
55747,4292,Lincoln Street (S),80110,2916
55748,2212,Willow Avenue (S),22301,25230
55749,132,Cherry Lane (S),80110,2916
55750,8051,Cherry Lane (S),80110,2916
55751,5971,Forest Drive (S),01801,10058
55752,3891,Adams Street (S),01776,9981
55753,1811,Valley Road (S),70112,9458
55754,9730,Valley Road (S),92530,2145
55755,7650,Spring Street (S),89029,16968
55756,5570,Magnolia Avenue (S),80110,2916
55757,3490,Maple Avenue (S),80110,2916
55758,1410,Oak Street (S),70112,9458
55759,9329,Oak Street (S),01752,9816
55760,7249,Lakeview Drive (S),92501,2495
55761,5169,Pine Street (S),22301,25230
55762,3089,Cedar Lane (S),89002,16958
55763,1009,Washington Avenue (S),01752,9816
55764,8928,Washington Avenue (S),92501,2495
55765,6848,Park Road (S),70053,9336
55766,4768,Sunset Boulevard (S),23502,25706
55767,2688,Riverside Drive (S),80104,2855
55768,608,Highland Avenue (S),01748,9774
55769,8527,Highland Avenue (S),89002,16958
55770,6447,Meadow Lane (S),22301,25230
55771,4367,Hillcrest Road (S),23502,25706
55772,2287,Lincoln Street (S),75069,24361
55773,207,Willow Avenue (S),23502,25706
55774,8126,Willow Avenue (S),75069,24361
55775,6046,Cherry Lane (S),86001,1401
55776,3966,Forest Drive (S),58801,15265
55777,1886,Adams Street (S),01718,9602
55778,9805,Adams Street (S),23502,25706
55779,7725,Valley Road (S),75069,24361
55780,5645,Spring Street (S),22301,25230
55781,3565,Magnolia Avenue (S),22301,25230
55782,1485,Maple Avenue (S),22301,25230
55783,9404,Maple Avenue (S),92501,2495
55784,7324,Oak Street (S),68801,15483
55785,5244,Lakeview Drive (S),01701,9735
55786,3164,Pine Street (S),33837,3593
55787,1084,Cedar Lane (S),75057,24272
55788,9003,Cedar Lane (S),85701,1570
55789,6923,Washington Avenue (S),92501,2495
55790,4843,Park Road (S),85701,1570
55791,2763,Sunset Boulevard (S),75057,24272
55792,683,Riverside Drive (S),85701,1570
55793,8602,Riverside Drive (S),80026,3009
55794,6522,Highland Avenue (S),80022,2873
55795,4442,Meadow Lane (S),58701,15138
55796,2362,Hillcrest Road (S),75038,24160
55797,282,Lincoln Street (S),01602,10060
55798,8201,Lincoln Street (S),80020,2840
55799,6121,Willow Avenue (S),80020,2840
55800,4041,Cherry Lane (S),80020,2840
55801,1961,Forest Drive (S),01602,10060
55802,9880,Forest Drive (S),41042,8649
55803,7800,Adams Street (S),75038,24160
55804,5720,Valley Road (S),68502,15555
55805,3640,Spring Street (S),68502,15555
55806,1560,Magnolia Avenue (S),75038,24160
55807,9479,Magnolia Avenue (S),22201,25241
55808,7399,Maple Avenue (S),85701,1570
55809,5319,Oak Street (S),41018,8627
55810,3239,Lakeview Drive (S),80020,2840
55811,1159,Pine Street (S),58501,14942
55812,9078,Pine Street (S),00601,8655
55813,6998,Cedar Lane (S),80020,2840
55814,4918,Washington Avenue (S),68502,15555
55815,2838,Park Road (S),23502,25706
55816,758,Sunset Boulevard (S),22201,25241
55817,8677,Sunset Boulevard (S),75038,24160
55818,6597,Riverside Drive (S),68502,15555
55819,4517,Highland Avenue (S),41005,8518
55820,2437,Meadow Lane (S),75038,24160
55821,357,Hillcrest Road (S),92392,2722
55822,8276,Hillcrest Road (S),01545,9945
55823,6196,Lincoln Street (S),23451,25908
55824,4116,Willow Avenue (S),58201,15046
55825,2036,Cherry Lane (S),85701,1570
55826,9955,Cherry Lane (S),33781,3862
55827,7875,Forest Drive (S),23451,25908
55828,5795,Adams Street (S),33770,3742
55829,3715,Valley Road (S),75057,24272
55830,1635,Spring Street (S),22201,25241
55831,9554,Spring Street (S),92373,2471
55832,7474,Magnolia Avenue (S),01375,9982
55833,5394,Maple Avenue (S),40502,8803
55834,3314,Oak Street (S),01331,9617
55835,1234,Lakeview Drive (S),58102,15015
55836,9153,Lakeview Drive (S),22201,25241
55837,7073,Pine Street (S),75056,24824
55838,4993,Cedar Lane (S),92346,2053
55839,2913,Washington Avenue (S),22201,25241
55840,833,Park Road (S),22201,25241
55841,8752,Park Road (S),75050,24062
55842,6672,Sunset Boulevard (S),68102,15634
55843,4592,Riverside Drive (S),58102,15015
55844,2512,Highland Avenue (S),33755,3569
55845,432,Meadow Lane (S),58102,15015
55846,8351,Meadow Lane (S),01103,9974
55847,6271,Hillcrest Road (S),75050,24062
55848,4191,Lincoln Street (S),01103,9974
55849,2111,Willow Avenue (S),22201,25241
55850,31,Cherry Lane (S),68102,15634
55851,7950,Cherry Lane (S),33755,3569
55852,5870,Forest Drive (S),80010,2817
55853,3790,Adams Street (S),01085,10038
55854,1710,Valley Road (S),75050,24062
55855,9629,Valley Road (S),33755,3569
55856,7549,Spring Street (S),33755,3569
55857,5469,Magnolia Avenue (S),92335,1957
55858,3389,Maple Avenue (S),80010,2817
55859,1309,Oak Street (S),22201,25241
55860,9228,Oak Street (S),80010,2817
55861,7148,Lakeview Drive (S),40502,8803
55862,5068,Pine Street (S),75050,24062
55863,2988,Cedar Lane (S),68102,15634
55864,908,Washington Avenue (S),33755,3569
55865,8827,Washington Avenue (S),85701,1570
55866,6747,Park Road (S),80010,2817
55867,4667,Sunset Boulevard (S),30303,4008
55868,2587,Riverside Drive (S),22191,25945
55869,507,Highland Avenue (S),30303,4008
55870,8426,Highland Avenue (S),22191,25945
55871,6346,Meadow Lane (S),68005,15325
55872,4266,Hillcrest Road (S),30303,4008
55873,2186,Lincoln Street (S),75040,24028
55874,106,Willow Avenue (S),58078,15260
55875,8025,Willow Avenue (S),22191,25945
55876,5945,Cherry Lane (S),00601,8764
55877,3865,Forest Drive (S),00601,8764
55878,1785,Adams Street (S),40202,8816
55879,9704,Adams Street (S),68102,15634
55880,7624,Valley Road (S),80002,2813
55881,5544,Spring Street (S),75040,24028
55882,3464,Magnolia Avenue (S),85635,1540
55883,1384,Maple Avenue (S),30303,4008
55884,9303,Maple Avenue (S),30303,4008
55885,7223,Oak Street (S),30303,4008
55886,5143,Lakeview Drive (S),40202,8816
55887,3063,Pine Street (S),30303,4008
55888,983,Cedar Lane (S),30303,4008
55889,8902,Cedar Lane (S),75040,24028
55890,6822,Washington Avenue (S),22180,25904
55891,4742,Park Road (S),75040,24028
55892,2662,Sunset Boulevard (S),85338,1419
55893,582,Riverside Drive (S),40202,8816
55894,8501,Riverside Drive (S),23320,25357
55895,6421,Highland Avenue (S),75040,24028
55896,4341,Meadow Lane (S),00601,8824
55897,2261,Hillcrest Road (S),92262,2376
55898,181,Lincoln Street (S),33701,3895
55899,8100,Lincoln Street (S),22180,25904
55900,6020,Willow Avenue (S),33701,3895
55901,3940,Cherry Lane (S),22180,25904
55902,1860,Forest Drive (S),85323,1347
55903,9779,Forest Drive (S),23320,25357
55904,7699,Adams Street (S),85323,1347
55905,5619,Valley Road (S),40202,8816
55906,3539,Spring Street (S),33701,3895
55907,1459,Magnolia Avenue (S),28704,14205
55908,9378,Magnolia Avenue (S),23075,25545
55909,7298,Maple Avenue (S),40202,8816
55910,5218,Oak Street (S),28704,14205
55911,3138,Lakeview Drive (S),22150,25846
55912,1058,Pine Street (S),96001,2470
55913,8977,Pine Street (S),96001,2470
55914,6897,Cedar Lane (S),30303,4008
55915,4817,Washington Avenue (S),75038,24160
55916,2737,Park Road (S),85345,1491
55917,657,Sunset Boulevard (S),75038,24160
55918,8576,Sunset Boulevard (S),00601,25646
55919,6496,Riverside Drive (S),75038,24160
55920,4416,Highland Avenue (S),68102,15634
55921,2336,Meadow Lane (S),00601,25646
55922,256,Hillcrest Road (S),23219,25786
55923,8175,Hillcrest Road (S),28540,14503
55924,6095,Lincoln Street (S),68046,15651
55925,4015,Willow Avenue (S),95926,1796
55926,1935,Cherry Lane (S),28540,14503
55927,9854,Cherry Lane (S),40202,8816
55928,7774,Forest Drive (S),23219,25786
55929,5694,Adams Street (S),68005,15325
55930,3614,Valley Road (S),92211,2375
55931,1534,Spring Street (S),75038,24160
55932,9453,Spring Street (S),33701,3895
55933,7373,Magnolia Avenue (S),22079,25615
55934,5293,Maple Avenue (S),23219,25786
55935,3213,Oak Street (S),00601,9000
55936,1133,Lakeview Drive (S),59801,14050
55937,9052,Lakeview Drive (S),28401,14887
55938,6972,Pine Street (S),33602,3930
55939,4892,Cedar Lane (S),28401,14887
55940,2812,Washington Avenue (S),28401,14887
55941,732,Park Road (S),85345,1491
55942,8651,Park Road (S),33602,3930
55943,6571,Sunset Boulevard (S),95811,2511
55944,4491,Riverside Drive (S),92101,2525
55945,2411,Highland Avenue (S),30303,4008
55946,331,Meadow Lane (S),92101,2525
55947,8250,Meadow Lane (S),75033,24013
55948,6170,Hillcrest Road (S),28401,14887
55949,4090,Lincoln Street (S),75033,24013
55950,2010,Willow Avenue (S),30303,4008
55951,9929,Willow Avenue (S),30303,4008
55952,7849,Cherry Lane (S),85338,1419
55953,5769,Forest Drive (S),22041,25462
55954,3689,Adams Street (S),85338,1419
55955,1609,Valley Road (S),22041,25462
55956,9528,Valley Road (S),23075,25545
55957,7448,Spring Street (S),92101,2525
55958,5368,Magnolia Avenue (S),33602,3930
55959,3288,Maple Avenue (S),23075,25545
55960,1208,Oak Street (S),30303,4008
55961,9127,Oak Street (S),22041,25462
55962,7047,Lakeview Drive (S),85323,1347
55963,4967,Pine Street (S),85323,1347
55964,2887,Cedar Lane (S),40118,8635
55965,807,Washington Avenue (S),22030,25459
55966,8726,Washington Avenue (S),95811,2511
55967,6646,Park Road (S),65801,13312
55968,4566,Sunset Boulevard (S),65801,13312
55969,2486,Riverside Drive (S),23219,25786
55970,406,Highland Avenue (S),28301,14401
55971,8325,Highland Avenue (S),30303,4008
55972,6245,Meadow Lane (S),85301,1415
55973,4165,Hillcrest Road (S),95811,2511
55974,2085,Lincoln Street (S),23219,25786
55975,5,Willow Avenue (S),22030,25459
55976,7924,Willow Avenue (S),23219,25786
55977,5844,Cherry Lane (S),92101,2525
55978,3764,Forest Drive (S),92101,2525
55979,1684,Adams Street (S),67202,8411
55980,9603,Adams Street (S),28301,14401
55981,7523,Valley Road (S),85301,1415
55982,5443,Spring Street (S),65801,13312
55983,3363,Magnolia Avenue (S),23219,25786
55984,1283,Maple Avenue (S),33602,3930
55985,9202,Maple Avenue (S),67202,8411
55986,7122,Oak Street (S),30303,4008
55987,5042,Lakeview Drive (S),85301,1415
55988,2962,Pine Street (S),92101,2525
55989,882,Cedar Lane (S),67202,8411
55990,8801,Cedar Lane (S),23219,25786
55991,6721,Washington Avenue (S),23219,25786
55992,4641,Park Road (S),22030,25459
55993,2561,Sunset Boulevard (S),85301,1415
55994,481,Riverside Drive (S),23219,25786
55995,8400,Riverside Drive (S),30303,4008
55996,6320,Highland Avenue (S),85301,1415
55997,4240,Meadow Lane (S),30303,4008
55998,2160,Hillcrest Road (S),33602,3930
55999,80,Lincoln Street (S),23219,25786
56000,7999,Lincoln Street (S),95811,2511
56001,5919,Willow Avenue (S),28202,14297
56002,3839,Cherry Lane (S),75023,24542
56003,1759,Forest Drive (S),28202,14297
56004,9678,Forest Drive (S),92101,2525
56005,7598,Adams Street (S),23219,25786
56006,5518,Valley Road (S),75023,24542
56007,3438,Spring Street (S),30303,4008
56008,1358,Magnolia Avenue (S),92101,2525
56009,9277,Magnolia Avenue (S),28202,14297
56010,7197,Maple Avenue (S),23185,25933
56011,5117,Oak Street (S),92101,2525
56012,3037,Lakeview Drive (S),92101,2525
56013,957,Pine Street (S),33602,3930
56014,8876,Pine Street (S),20190,25779
56015,6796,Cedar Lane (S),20190,25779
56016,4716,Washington Avenue (S),30303,4008
56017,2636,Park Road (S),65201,12719
56018,556,Sunset Boulevard (S),92101,2525
56019,8475,Sunset Boulevard (S),33602,3930
56020,6395,Riverside Drive (S),20190,25779
56021,4315,Highland Avenue (S),23112,25663
56022,2235,Meadow Lane (S),66720,7900
56023,155,Hillcrest Road (S),66603,8364
56024,8074,Hillcrest Road (S),33602,3930
56025,5994,Lincoln Street (S),92101,2525
56026,3914,Willow Avenue (S),23112,25663
56027,1834,Cherry Lane (S),85233,1414
56028,9753,Cherry Lane (S),28202,14297
56029,7673,Forest Drive (S),30303,4008
56030,5593,Adams Street (S),66603,8364
56031,3513,Valley Road (S),95670,2458
56032,1433,Spring Street (S),33602,3930
56033,9352,Spring Street (S),75006,23757
56034,7272,Magnolia Avenue (S),95695,2782
56035,5192,Maple Avenue (S),33602,3930
56036,3112,Oak Street (S),64102,12967
56037,1032,Lakeview Drive (S),85281,1557
56038,8951,Lakeview Drive (S),95687,2707
56039,6871,Pine Street (S),64102,12967
56040,4791,Cedar Lane (S),85281,1557
56041,2711,Washington Avenue (S),28202,14297
56042,631,Park Road (S),66547,8392
56043,8550,Park Road (S),33602,3930
56044,6470,Sunset Boulevard (S),75006,23757
56045,4390,Riverside Drive (S),85281,1557
56046,2310,Highland Avenue (S),20170,25547
56047,230,Meadow Lane (S),28202,14297
56048,8149,Meadow Lane (S),75006,23757
56049,6069,Hillcrest Road (S),64102,12967
56050,3989,Lincoln Street (S),75006,23757
56051,1909,Willow Avenue (S),75006,23757
56052,9828,Willow Avenue (S),30303,4008
56053,7748,Cherry Lane (S),75006,23757
56054,5668,Forest Drive (S),75006,23757
56055,3588,Adams Street (S),20164,25858
56056,1508,Valley Road (S),28202,14297
56057,9427,Valley Road (S),85281,1557
56058,7347,Spring Street (S),85281,1557
56059,5267,Magnolia Avenue (S),20164,25858
56060,3187,Maple Avenue (S),28202,14297
56061,1107,Oak Street (S),20155,25493
56062,9026,Oak Street (S),30303,4008
56063,6946,Lakeview Drive (S),66204,8245
56064,4866,Pine Street (S),28202,14297
56065,2786,Cedar Lane (S),66204,8245
56066,706,Washington Avenue (S),66204,8245
56067,8625,Washington Avenue (S),28202,14297
56068,6545,Park Road (S),75001,23559
56069,4465,Sunset Boulevard (S),75001,23559
56070,2385,Riverside Drive (S),22801,25536
56071,305,Highland Avenue (S),64102,12967
56072,8224,Highland Avenue (S),66204,8245
56073,6144,Meadow Lane (S),66204,8245
56074,4064,Hillcrest Road (S),64102,12967
56075,1984,Lincoln Street (S),64102,12967
56076,9903,Lincoln Street (S),20147,25245
56077,7823,Willow Avenue (S),66215,8120
56078,5743,Cherry Lane (S),30303,4008
56079,3663,Forest Drive (S),20147,25245
56080,1583,Adams Street (S),64102,12967
56081,9502,Adams Street (S),66215,8120
56082,7422,Valley Road (S),66215,8120
56083,5342,Spring Street (S),66215,8120
56084,3262,Magnolia Avenue (S),64102,12967
56085,1182,Maple Avenue (S),28202,14297
56086,9101,Maple Avenue (S),22601,25938
56087,7021,Oak Street (S),20120,25346
56088,4941,Lakeview Drive (S),30303,4008
56089,2861,Pine Street (S),92101,2525
56090,781,Cedar Lane (S),20109,25632
56091,8700,Cedar Lane (S),30303,4008
56092,6620,Washington Avenue (S),38103,23337
56093,4540,Park Road (S),38103,23337
56094,2460,Sunset Boulevard (S),30295,4574
56095,380,Riverside Drive (S),85250,1533
56096,8299,Riverside Drive (S),92101,2525
56097,6219,Highland Avenue (S),38103,23337
56098,4139,Meadow Lane (S),66204,8245
56099,2059,Hillcrest Road (S),95605,2750
56100,9978,Hillcrest Road (S),66204,8245
56101,7898,Lincoln Street (S),30303,4008
56102,5818,Willow Avenue (S),92101,2525
56103,3738,Cherry Lane (S),22401,25487
56104,1658,Forest Drive (S),33602,3930
56105,9577,Forest Drive (S),66204,8245
56106,7497,Adams Street (S),38103,23337
56107,5417,Valley Road (S),30303,4008
56108,3337,Spring Street (S),66204,8245
56109,1257,Magnolia Avenue (S),85253,1483
56110,9176,Magnolia Avenue (S),92101,2525
56111,7096,Maple Avenue (S),30303,4008
56112,5016,Oak Street (S),28202,14297
56113,2936,Lakeview Drive (S),22401,25487
56114,856,Pine Street (S),33594,3942
56115,8775,Pine Street (S),38103,23337
56116,6695,Cedar Lane (S),22401,25487
56117,4615,Washington Avenue (S),64102,12967
56118,2535,Park Road (S),22401,25487
56119,455,Sunset Boulevard (S),85250,1533
56120,8374,Sunset Boulevard (S),33510,3539
56121,6294,Riverside Drive (S),92101,2525
56122,4214,Highland Avenue (S),30291,4524
56123,2134,Meadow Lane (S),38103,23337
56124,54,Hillcrest Road (S),92081,2729
56125,7973,Hillcrest Road (S),30291,4524
56126,5893,Lincoln Street (S),28202,14297
56127,3813,Willow Avenue (S),33569,3884
56128,1733,Cherry Lane (S),33569,3884
56129,9652,Cherry Lane (S),28202,14297
56130,7572,Forest Drive (S),22301,25230
56131,5492,Adams Street (S),92081,2729
56132,3412,Valley Road (S),64063,13010
56133,1332,Spring Street (S),28202,14297
56134,9251,Spring Street (S),28202,14297
56135,7171,Magnolia Avenue (S),84101,25172
56136,5091,Maple Avenue (S),00601,25184
56137,3011,Oak Street (S),38103,23337
56138,931,Lakeview Drive (S),27012,14309
56139,8850,Lakeview Drive (S),90001,2196
56140,6770,Pine Street (S),75201,23860
56141,4690,Cedar Lane (S),24558,25526
56142,2610,Washington Avenue (S),34201,3536
56143,530,Park Road (S),02048,9813
56144,8449,Park Road (S),75201,23860
56145,6369,Sunset Boulevard (S),24531,25354
56146,4289,Riverside Drive (S),89101,16967
56147,2209,Highland Avenue (S),90001,2196
56148,129,Meadow Lane (S),80202,2894
56149,8048,Meadow Lane (S),34201,3536
56150,5968,Hillcrest Road (S),43085,18752
56151,3888,Lincoln Street (S),80202,2894
56152,1808,Willow Avenue (S),02043,9766
56153,9727,Willow Avenue (S),89101,16967
56154,7647,Cherry Lane (S),80202,2894
56155,5567,Forest Drive (S),23219,25786
56156,3487,Adams Street (S),89101,16967
56157,1407,Valley Road (S),24501,25625
56158,9326,Valley Road (S),75165,24896
56159,7246,Spring Street (S),90001,2196
56160,5166,Magnolia Avenue (S),23219,25786
56161,3086,Maple Avenue (S),07003,16085
56162,1006,Oak Street (S),24501,25625
56163,8925,Oak Street (S),89101,16967
56164,6845,Lakeview Drive (S),07003,16085
56165,4765,Pine Street (S),07003,16085
56166,2685,Cedar Lane (S),89101,16967
56167,605,Washington Avenue (S),23219,25786
56168,8524,Washington Avenue (S),75149,24379
56169,6444,Park Road (S),23219,25786
56170,4364,Sunset Boulevard (S),89101,16967
56171,2284,Riverside Drive (S),43085,18752
56172,204,Highland Avenue (S),89101,16967
56173,8123,Highland Avenue (S),90001,2196
56174,6043,Meadow Lane (S),71101,9536
56175,3963,Hillcrest Road (S),90001,2196
56176,1883,Lincoln Street (S),71101,9536
56177,9802,Lincoln Street (S),75149,24379
56178,7722,Willow Avenue (S),23219,25786
56179,5642,Cherry Lane (S),34134,3533
56180,3562,Forest Drive (S),90001,2196
56181,1482,Adams Street (S),75149,24379
56182,9401,Adams Street (S),75149,24379
56183,7321,Valley Road (S),75149,24379
56184,5241,Spring Street (S),75149,24379
56185,3161,Magnolia Avenue (S),89101,16967
56186,1081,Maple Avenue (S),02026,9689
56187,9000,Maple Avenue (S),34134,3533
56188,6920,Oak Street (S),43085,18752
56189,4840,Lakeview Drive (S),89101,16967
56190,2760,Pine Street (S),24153,25812
56191,680,Cedar Lane (S),24153,25812
56192,8599,Cedar Lane (S),92624,1764
56193,6519,Washington Avenue (S),34134,3533
56194,4439,Park Road (S),92602,2086
56195,2359,Sunset Boulevard (S),02025,9679
56196,279,Riverside Drive (S),92602,2086
56197,8198,Riverside Drive (S),75149,24379
56198,6118,Highland Avenue (S),34101,3801
56199,4038,Meadow Lane (S),80202,2894
56200,1958,Hillcrest Road (S),90001,2196
56201,9877,Hillcrest Road (S),80202,2894
56202,7797,Lincoln Street (S),80202,2894
56203,5717,Willow Avenue (S),24083,25405
56204,3637,Cherry Lane (S),24078,25381
56205,1557,Forest Drive (S),70801,9183
56206,9476,Forest Drive (S),75149,24379
56207,7396,Adams Street (S),90001,2196
56208,5316,Valley Road (S),23219,25786
56209,3236,Spring Street (S),89101,16967
56210,1156,Magnolia Avenue (S),43085,18752
56211,9075,Magnolia Avenue (S),34101,3801
56212,6995,Maple Avenue (S),43085,18752
56213,4915,Oak Street (S),02021,9660
56214,2835,Lakeview Drive (S),80202,2894
56215,755,Pine Street (S),34101,3801
56216,8674,Pine Street (S),80202,2894
56217,6594,Cedar Lane (S),90001,2196
56218,4514,Washington Avenue (S),34101,3801
56219,2434,Park Road (S),24011,25793
56220,354,Sunset Boulevard (S),89101,16967
56221,8273,Sunset Boulevard (S),89101,16967
56222,6193,Riverside Drive (S),43085,18752
56223,4113,Highland Avenue (S),34101,3801
56224,2033,Meadow Lane (S),01970,9932
56225,9952,Meadow Lane (S),92602,2086
56226,7872,Hillcrest Road (S),24011,25793
56227,5792,Lincoln Street (S),80202,2894
56228,3712,Willow Avenue (S),23219,25786
56229,1632,Cherry Lane (S),34101,3801
56230,9551,Cherry Lane (S),43085,18752
56231,7471,Forest Drive (S),89101,16967
56232,5391,Adams Street (S),75126,23991
56233,3311,Valley Road (S),75126,23991
56234,1231,Spring Street (S),80202,2894
56235,9150,Spring Street (S),23219,25786
56236,7070,Magnolia Avenue (S),80202,2894
56237,4990,Maple Avenue (S),34101,3801
56238,2910,Oak Street (S),01970,9932
56239,830,Lakeview Drive (S),23219,25786
56240,8749,Lakeview Drive (S),23219,25786
56241,6669,Pine Street (S),01970,9932
56242,4589,Cedar Lane (S),80202,2894
56243,2509,Washington Avenue (S),24011,25793
56244,429,Park Road (S),92602,2086
56245,8348,Park Road (S),23219,25786
56246,6268,Sunset Boulevard (S),23219,25786
56247,4188,Riverside Drive (S),23219,25786
56248,2108,Highland Avenue (S),23219,25786
56249,28,Meadow Lane (S),70801,9183
56250,7947,Meadow Lane (S),70801,9183
56251,5867,Hillcrest Road (S),70801,9183
56252,3787,Lincoln Street (S),34101,3801
56253,1707,Willow Avenue (S),80202,2894
56254,9626,Willow Avenue (S),23219,25786
56255,7546,Cherry Lane (S),89101,16967
56256,5466,Forest Drive (S),89101,16967
56257,3386,Adams Street (S),34101,3801
56258,1306,Valley Road (S),89101,16967
56259,9225,Valley Road (S),75115,23886
56260,7145,Spring Street (S),23185,25933
56261,5065,Magnolia Avenue (S),01960,9898
56262,2985,Maple Avenue (S),90001,2196
56263,905,Oak Street (S),01960,9898
56264,8824,Oak Street (S),70801,9183
56265,6744,Lakeview Drive (S),43085,18752
56266,4664,Pine Street (S),23185,25933
56267,2584,Cedar Lane (S),23185,25933
56268,504,Washington Avenue (S),80202,2894
56269,8423,Washington Avenue (S),70801,9183
56270,6343,Park Road (S),43085,18752
56271,4263,Sunset Boulevard (S),75109,23830
56272,2183,Riverside Drive (S),01945,9814
56273,103,Highland Avenue (S),01938,9785
56274,8022,Highland Avenue (S),01938,9785
56275,5942,Meadow Lane (S),34101,3801
56276,3862,Hillcrest Road (S),01938,9785
56277,1782,Lincoln Street (S),92602,2086
56278,9701,Lincoln Street (S),23834,25383
56279,7621,Willow Avenue (S),89101,16967
56280,5541,Cherry Lane (S),92602,2086
56281,3461,Forest Drive (S),23111,25655
56282,1381,Adams Street (S),70801,9183
56283,9300,Adams Street (S),23112,25663
56284,7220,Valley Road (S),92602,2086
56285,5140,Spring Street (S),23112,25663
56286,3060,Magnolia Avenue (S),70801,9183
56287,980,Maple Avenue (S),01923,9688
56288,8899,Maple Avenue (S),01923,9688
56289,6819,Oak Street (S),80202,2894
56290,4739,Lakeview Drive (S),70801,9183
56291,2659,Pine Street (S),72801,1221
56292,579,Cedar Lane (S),89101,16967
56293,8498,Cedar Lane (S),80202,2894
56294,6418,Washington Avenue (S),01923,9688
56295,4338,Park Road (S),75098,24957
56296,2258,Sunset Boulevard (S),89101,16967
56297,178,Riverside Drive (S),70801,9183
56298,8097,Riverside Drive (S),43085,18752
56299,6017,Highland Avenue (S),23831,25358
56300,3937,Meadow Lane (S),70801,9183
56301,1857,Hillcrest Road (S),23831,25358
56302,9776,Hillcrest Road (S),34101,3801
56303,7696,Lincoln Street (S),34101,3801
56304,5616,Willow Avenue (S),01915,9637
56305,3536,Cherry Lane (S),34101,3801
56306,1456,Forest Drive (S),43085,18752
56307,9375,Forest Drive (S),23831,25358
56308,7295,Adams Street (S),72756,1210
56309,5215,Valley Road (S),70801,9183
56310,3135,Spring Street (S),01913,9607
56311,1055,Magnolia Avenue (S),89101,16967
56312,8974,Magnolia Avenue (S),23831,25358
56313,6894,Maple Avenue (S),89101,16967
56314,4814,Oak Street (S),01907,9984
56315,2734,Lakeview Drive (S),72756,1210
56316,654,Pine Street (S),23803,25740
56317,8573,Pine Street (S),23803,25740
56318,6493,Cedar Lane (S),23059,25502
56319,4413,Washington Avenue (S),75023,24542
56320,2333,Park Road (S),70801,9183
56321,253,Sunset Boulevard (S),01906,9936
56322,8172,Sunset Boulevard (S),23803,25740
56323,6092,Riverside Drive (S),01906,9936
56324,4012,Highland Avenue (S),75023,24542
56325,1932,Meadow Lane (S),89101,16967
56326,9851,Meadow Lane (S),80202,2894
56327,7771,Hillcrest Road (S),75023,24542
56328,5691,Lincoln Street (S),43085,18752
56329,3611,Willow Avenue (S),23059,25502
56330,1531,Cherry Lane (S),75023,24542
56331,9450,Cherry Lane (S),75023,24542
56332,7370,Forest Drive (S),01901,9809
56333,5290,Adams Street (S),92602,2086
56334,3210,Valley Road (S),80134,3086
